X,Y,Z,GrainRadius,Eul0,Eul1,Eul2,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33
-15.263083178429,37.485820891095,142.347828160825,64.409721152561,-223.336717908053,69.398500431807,65.512775799408,91.4151239263294,-14.91290847739225,131.7437398460614,-14.91290847739225,-585.310556596151,-242.76331488088505,131.7437398460614,-242.76331488088505,-5.040347251286638
-202.029376305426,-101.258487431743,28.577987455773,80.129247059742,180.558054417131,51.666631178022,-3.619594666724,-34.18423729646252,-28.43455337067404,-223.49863844699007,-28.43455337067404,222.9762513610327,116.29733870578721,-223.49863844699007,116.29733870578721,35.005742742218466
139.453700651939,-55.520906714824,134.476465804827,71.803580712424,-51.176360510715,103.507564551581,83.093856916845,-271.6437166080182,-110.16397876512235,164.06861098776528,-110.16397876512235,221.25467054012597,-282.5459602380687,164.06861098776528,-282.5459602380687,-101.70992277016875
-86.903283399805,221.055568502977,139.150844488869,59.655037692671,-38.326481964417,155.534822074804,-53.870900814557,252.09244123721865,-223.4377231290106,75.98297268895902,-223.4377231290106,-178.24498670903833,-296.33258451783854,75.98297268895902,-296.33258451783854,69.80286340641119
244.335491332024,249.49028572781,30.220694754248,71.007834798028,-22.632434038092,133.174771406494,23.77404842167,6.555643657032864,86.74220980485757,167.97479216511184,86.74220980485757,53.78269048689484,158.26618948295155,167.97479216511184,158.26618948295155,107.0613177448528
-50.822532457226,-263.373399630105,39.797409554843,62.751440410427,86.445164651227,99.209765739723,-130.794089540595,-243.8823285930978,-83.42222198941059,-115.60974541477445,-83.42222198941059,319.79406923629307,-131.79077780707004,-115.60974541477445,-131.79077780707004,-502.4048834113071
42.270679272663,-73.346788799604,75.558687485321,65.518222356834,-66.940748957289,126.259377932335,181.915193087868,638.5409197305494,-258.6470785967119,102.27769591173818,-258.6470785967119,279.4719038622732,51.62826599556437,102.27769591173818,51.62826599556437,-196.43630862881713
-212.482579354127,134.869443678745,40.812445596448,71.81404629378,-39.544891347527,66.517117664199,-43.982105387051,-218.72515132308254,-122.52185409190564,-453.6224711859365,-122.52185409190564,-318.7243235578689,-93.55529724279461,-453.6224711859365,-93.55529724279461,-527.3185174069894
-42.237881624859,247.65703217009,94.211906185255,60.362473982799,-48.74250000334,160.235679140044,6.380881490723,-216.4674100628542,361.4493855905854,-129.05157121623856,361.4493855905854,472.00647074257273,-108.98473791403758,-129.05157121623856,-108.98473791403758,357.3428859266595
-58.918471353784,252.414819045322,3.680268356573,57.387646940167,-125.076107683805,113.468602364765,122.145758309798,78.82476754414155,211.13728274246876,-332.41661916362125,211.13728274246876,136.3261014643089,-127.00702200869375,-332.41661916362125,-127.00702200869375,15.740039506873089
