id,x,y,z,sxx,syy,szz,sxy,sxz,syz
1,0.0,0.0,0.0,49.119666123779425,0.5323091855533487,0.36544406436407834,0.4127326115959884,0.43082100300788273,2.1416476008704612
2,0.034482758620689655,0.0,0.0,48.98396245903846,-0.5122427290715373,-0.8137727282478777,0.6159794225754956,1.1289722927208916,-0.11394745765487507
3,0.06896551724137931,0.0,0.0,47.89960880759368,-0.8244812156912396,0.6505927878247011,0.7432541712034423,0.543154268305195,-0.6655097072886943
4,0.10344827586206896,0.0,0.0,50.5804033076668,0.11668580914072822,0.21868859672901295,0.8714287779481898,0.22359554877468227,0.6789135630718949
5,0.13793103448275862,0.0,0.0,50.16894767372223,0.28911939868998415,0.6312882258385404,-1.4571558198556664,-0.31967121635730134,-0.4703726542927955
6,0.1724137931034483,0.0,0.0,48.402805379391644,-0.27514225122668373,1.4949413112343959,-0.8658311156932432,0.9682783545914808,-1.6828697716158048
7,0.20689655172413793,0.0,0.0,49.16278742503556,0.1627530651050056,0.5862223313592781,0.711226579792855,0.7933472351999252,-0.3487250722484376
8,0.24137931034482757,0.0,0.0,48.844120518338585,0.8579758812571538,-0.1913043248816149,-1.2756863233379219,-1.1332872140034806,-0.9194522860016113
9,0.27586206896551724,0.0,0.0,51.24290186013441,0.14242573607056525,0.6904853540677682,-0.42725264633653426,0.15853969107671423,0.6255903939673367
10,0.3103448275862069,0.0,0.0,49.226633650699405,0.45677523755741145,-0.6619259410666513,-0.3630538465650718,-0.3817378939983291,-1.1958396455890397
11,0.3448275862068966,0.0,0.0,81.64966863916506,-0.7483105777966346,0.01991784105749816,0.7663954337004704,0.7118498859525695,1.0607418683461711
12,0.3793103448275862,0.0,0.0,79.31635907313083,-0.6748125804598677,-0.12708496604111152,-2.68991033292672,-2.3069539233825767,-2.1086177600751634
13,0.41379310344827586,0.0,0.0,75.73439663734473,0.6373110165118041,-1.4434941990417158,-0.6028581774689342,2.071200322065175,-0.5679479525346263
14,0.4482758620689655,0.0,0.0,82.64819392679426,-1.488352157059166,-0.32750390115793393,-1.5145036399321252,-0.5404788497853509,1.3396001979802412
15,0.48275862068965514,0.0,0.0,72.8247296663901,0.6925483319276244,0.37899271202454365,-0.9471804006202802,-2.3052726752010915,0.11498722731173826
16,0.5172413793103449,0.0,0.0,77.59860418772953,0.37092714553398815,0.03483619539621714,2.5535196248683967,-0.38157531940693007,-1.6316365183575838
17,0.5517241379310345,0.0,0.0,80.42336028507131,0.35071373019818597,2.1667860439786444,1.3313154312032536,0.5689157586128213,2.3327643222807306
18,0.5862068965517241,0.0,0.0,47.02809236419287,-0.6397515327497477,-0.9265759414055249,-0.38980980315576796,-1.3766861475563088,0.6351509468144043
19,0.6206896551724138,0.0,0.0,49.44444325725307,-1.4708062945026579,-1.0155790812075416,0.3135138474501953,0.8381265678943811,1.9967308916917865
20,0.6551724137931034,0.0,0.0,57.284656165018326,0.4144094332759964,-0.9895381200318641,-2.132046280731309,0.2677114623438358,-0.812941095310326
21,0.6896551724137931,0.0,0.0,48.96160684955079,-0.6120967990598081,-0.14079088641638526,1.0659802307876436,0.15704856744534462,-0.1586348370386883
22,0.7241379310344828,0.0,0.0,47.41086561793547,-1.674682944704357,-0.4863079090733309,-0.05378255081832049,1.767929913579883,0.13027452147288585
