X,Y,Z,GrainRadius,Eul0,Eul1,Eul2,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33
-2.253729319275,49.178362142552,154.982469713242,72.094080078433,-223.336717908053,69.398500431807,65.512775799408,91.4151239263294,-14.91290847739225,131.7437398460614,-14.91290847739225,-585.310556596151,-242.76331488088505,131.7437398460614,-242.76331488088505,-5.040347251286638
1.321365213617,-5.584248912086,257.183517821286,68.379711957216,-104.833102048031,131.597938831588,234.524236806939,65.60657901870388,232.55135115301272,128.2325661919834,232.55135115301272,20.273720846667437,-175.20546317485235,128.2325661919834,-175.20546317485235,-95.9013649071904
217.240139997878,-210.826107714914,279.668220091702,72.593342562211,63.801996941458,82.69997551733,-185.978104693029,-198.57778231999538,-233.83402382311672,-55.38656629059625,-233.83402382311672,146.09174423567455,1.7016478054777622,-55.38656629059625,1.7016478054777622,133.95935280898323
114.717814677919,-51.086264419137,149.646545579772,62.637719010501,-51.176360510715,103.507564551581,83.093856916845,-271.6437166080182,-110.16397876512235,164.06861098776528,-110.16397876512235,221.25467054012597,-282.5459602380687,164.06861098776528,-282.5459602380687,-101.70992277016875
91.824298672989,-244.35975940869,208.217680754457,74.267347628564,95.946464183786,59.854469942179,-190.905297297236,495.2783796693749,201.0717599470964,-161.13693483576407,201.0717599470964,438.43328767266064,-69.55783310316652,-161.13693483576407,-69.55783310316652,-118.38153685787688
-193.069363983847,57.251627403331,166.870353536143,64.727052015725,150.417632485491,121.318545749606,-189.863735499485,-1.5365600160213888,186.60584441838063,-256.88963283481337,186.60584441838063,27.175472070523664,89.28305870201099,-256.88963283481337,89.28305870201099,-252.96908108786133
110.46591822035,-22.396231652434,222.095229922611,68.013938333269,79.591866788459,136.934317433311,-196.684666827421,-365.6439181270884,5.662526314089348,-122.74393110515858,5.662526314089348,-397.9178153218692,-44.556240265131514,-122.74393110515858,-44.556240265131514,300.8273475913812
220.201121189965,214.317657956326,189.478909011031,64.561884127777,-83.891576222363,121.73879504858,258.721620074513,518.6092933216777,-31.427925354973993,-56.865121568722635,-31.427925354973993,130.42982233998558,-262.65778194001217,-56.865121568722635,-262.65778194001217,-71.45212319239957
-241.172026172577,-48.747409110327,236.816867431859,68.464820339123,46.600847121982,116.274363300567,27.630053691215,-87.6513557410665,7.3611366054761564,-73.32414640748544,7.3611366054761564,441.4475918979471,-358.52190293382756,-73.32414640748544,-358.52190293382756,88.79819690612985
-42.449061865758,-248.938972844061,253.447362114359,65.729089363785,-70.289409618979,147.513438413785,-17.822326332273,-88.97128606041251,158.41946256810868,-133.21123212081545,158.41946256810868,-353.4910869344597,293.0396153827471,-133.21123212081545,293.0396153827471,225.26069661937797
210.03281605821,-81.903711006802,294.96850395599,50.149029964896,14.643731239632,40.739708302866,-18.835941584302,-304.1152099321197,-95.75372767804804,-91.1698015735032,-95.75372767804804,93.60284146537316,-170.39662087371056,-91.1698015735032,-170.39662087371056,91.31001870907794
-83.342429371057,-195.292655923737,155.708030135336,59.800841235535,208.705004712585,63.180482296031,-97.261701820381,21.610071969773376,-247.40219871480747,5.192292329589719,-247.40219871480747,-177.33102755733168,310.02830562702957,5.192292329589719,310.02830562702957,110.50698381019751
-250.823974729438,-32.765786735013,151.287624297374,61.756717773761,-59.999632624847,49.506238408565,147.070732912878,253.31555714559605,130.23300571907794,548.4920536174611,130.23300571907794,252.54602006701856,52.34322186870736,548.4920536174611,52.34322186870736,-601.0566876199541
-233.926461266933,-243.904466155933,155.164895393947,59.628206561011,175.438953316973,87.842842912042,-70.1613017796,-444.1609537695049,-12.682325153257608,5.221617027823463,-12.682325153257608,516.2309493497952,-363.40881818018613,5.221617027823463,-363.40881818018613,142.40912653896058
-82.943047363451,-39.359683475755,221.686723963299,72.956966327008,112.937159073299,58.170314866799,-197.947732083968,-39.32599520631798,-365.38598079843916,41.102057232139316,-365.38598079843916,-160.1700715120664,-96.27929558921589,41.102057232139316,-96.27929558921589,-56.773302280921655
261.348161440392,32.094521330639,194.613205790788,68.508706670799,-243.666086577101,148.240666510719,102.278689335407,-39.34125906100348,363.8634634650072,454.0879076389028,363.8634634650072,20.814340539833612,-102.82056591754078,454.0879076389028,-102.82056591754078,99.92111178547654
167.920825428467,-190.50132687347,154.268582715008,70.693400708857,60.869378016465,56.375053671644,-96.057462292777,198.79979111564518,102.21839076971408,37.41753366250297,102.21839076971408,610.5219908193202,-126.09326271148316,37.41753366250297,-126.09326271148316,-309.6788011733511
-181.282538107413,135.510286866078,233.043760658083,67.670088156041,119.337348275313,142.902134159797,-204.036863155719,400.85583000365125,241.71064843477572,-81.94443816826418,241.71064843477572,-722.9765897399625,-334.27210225382885,-81.94443816826418,-334.27210225382885,214.31894478919764
137.643651966605,108.32663317561,159.834451727739,69.116845858129,124.045908507479,59.084785401955,-18.509108765206,599.1889592243982,-141.17495266790576,-88.2640922667376,-141.17495266790576,483.33484454988627,89.8386807409808,-88.2640922667376,89.8386807409808,-495.5277444537802
208.85189775176,-26.10421048046,173.385561182478,69.664746500148,-106.084400763944,76.937234476196,97.708699721028,-384.3207620537496,58.34920219392095,-0.7767014931900178,58.34920219392095,72.49791594625142,-352.8751420496668,-0.7767014931900178,-352.8751420496668,382.3341650823717
