X,Y,Z,GrainRadius,Eul0,Eul1,Eul2,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33
-233.059120314962,258.706115282375,-61.374183069724,80.752137127976,-127.021715073107,148.199542152382,-27.850858749709,109.6332193092235,383.15703186996745,-57.442758785999246,383.15703186996745,-121.92450491538467,15.560504025593744,-57.442758785999246,15.560504025593744,338.69168781626746
245.215458764019,-120.890613963765,-30.655195900601,76.922167617406,21.460607168519,138.351666054175,-71.906724557819,175.86669940778344,54.375226131662615,90.30643654774656,54.375226131662615,-138.70553779937015,-62.65656631211522,90.30643654774656,-62.65656631211522,-339.9861642010442
228.811078920268,267.129343135593,3.096294440262,47.061889955073,-22.632434038092,133.174771406494,23.77404842167,6.555643657032864,86.74220980485757,167.97479216511184,86.74220980485757,53.78269048689484,158.26618948295155,167.97479216511184,158.26618948295155,107.0613177448528
-171.76468344235,190.130546003523,-139.159857682877,80.795931140753,-32.624750720464,57.523823048793,-69.787809760622,-304.6737243622625,346.53671087129726,-22.711732820622473,346.53671087129726,874.1587398021989,-257.6455271182969,-22.711732820622473,-257.6455271182969,80.31343870315074
258.351533522988,-13.242028535502,-94.370508368008,66.712100814759,27.941629969604,167.214394354057,23.858679314748,-145.89237272199927,11.473795598184804,87.44792207442873,11.473795598184804,294.82185330691726,-219.6618541157286,87.44792207442873,-219.6618541157286,-217.56781936072596
127.458022336482,246.993898055434,-49.315872192802,66.552011325975,39.133725575216,125.362734543019,-115.607741017601,391.80052251204745,198.85068171356176,-34.15391904177466,198.85068171356176,128.62693153848406,46.69304404132376,-34.15391904177466,46.69304404132376,-410.4477597736995
124.151299289933,-254.458284388555,-30.480016970969,76.055198888361,18.865303483366,65.330978006078,-45.563033480467,68.46849904167155,249.63460304626503,192.92063959772753,249.63460304626503,-86.21500846475283,-172.1755497369994,192.92063959772753,-172.1755497369994,361.75608626647005
-34.720876064031,247.778530615338,-14.824942259504,56.009574809295,-125.076107683805,113.468602364765,122.145758309798,78.82476754414155,211.13728274246876,-332.41661916362125,211.13728274246876,136.3261014643089,-127.00702200869375,-332.41661916362125,-127.00702200869375,15.740039506873089
-248.907444584228,-153.257846690619,-55.720234031714,77.810427562928,21.536109383548,26.022332166053,-65.624580889779,-100.336851706763,454.8534300163354,348.98846522332485,454.8534300163354,353.2235666933081,131.71197565018124,348.98846522332485,131.71197565018124,248.3964530391177
254.620650460897,69.087417593369,-142.153148227602,52.539207304001,39.58831075476,141.065046735511,-24.682845044241,546.1938472940404,99.5732277360666,-9.121773356477831,99.5732277360666,-351.6021577784448,17.8880952797132,-9.121773356477831,17.8880952797132,-209.6791285736239
-49.734893922853,-42.261393854132,-63.727931204634,59.224647245797,-144.142110710128,96.791999775143,53.118111795237,98.59860068474431,2.8703554596696605,148.37602251463684,2.8703554596696605,-443.05734505371953,327.27222917240397,148.37602251463684,327.27222917240397,115.01313395474112
-213.284803806803,-237.516413144488,-146.01282394976,60.973991335483,-13.375927434782,69.418873533318,-96.822792278569,331.79801097218945,-205.37540290379286,145.03193541395254,-205.37540290379286,-85.30915141202854,-23.089925170295004,145.03193541395254,-23.089925170295004,319.15545982030756
257.578983180897,-252.915596111831,-54.240492756702,69.077240941614,-191.248671563433,46.175685976317,165.295006532028,-342.5814678427212,34.41282074813153,476.76762328884433,34.41282074813153,429.96435198185185,5.210547567077496,476.76762328884433,5.210547567077496,-51.12227434926133
264.058807329277,-131.640850465027,-126.504034910807,62.918463509205,189.534927105529,118.007389698097,-137.318278858562,-233.8447190176259,164.38298929064734,-170.66788841121897,164.38298929064734,325.586101333773,123.07454798188891,-170.66788841121897,123.07454798188891,-92.60191666392379
-136.767421276313,218.445771228078,-36.861558157138,74.401037836378,51.060086008532,42.954331732415,24.524128590265,280.6641376395448,-573.3327119008682,83.93664207795597,-573.3327119008682,-448.51824906816154,96.65729947936785,83.93664207795597,96.65729947936785,-450.7510368122691
-256.30479725563,-15.628836296562,-62.479526821145,64.452862030076,-34.008756134228,145.634996516249,120.996968915089,-889.3586513524954,-16.291685470348085,128.9184988879439,-16.291685470348085,-167.87168581484684,25.163527020400622,128.9184988879439,25.163527020400622,29.84324190472155
-263.479007655839,-255.245183337649,-30.085873247703,59.545866792387,-22.080165397067,78.559319849221,-26.993413095488,-25.830195546314553,218.8698209697116,296.03732607900656,218.8698209697116,-206.51168466922783,-10.850116686129667,296.03732607900656,-10.850116686129667,-266.30869671436795
