X,Y,Z,GrainRadius,Eul0,Eul1,Eul2,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33
-207.288283219992,183.075799003302,-187.844850071666,73.028836881362,-113.719809429806,76.253376141691,159.68118852201,-255.91317827207402,141.8143008636067,-12.225079118143483,141.8143008636067,338.1723620904099,125.43901895018166,-12.225079118143483,125.43901895018166,-287.6647802486997
262.92625198636,39.05879099429,-272.308553047191,71.998807979405,-249.880090158146,46.444372217497,84.550620019717,263.53509039218176,-109.62831830852915,-91.97852785625517,-109.62831830852915,366.7624016022091,-75.99945488355476,-91.97852785625517,-75.99945488355476,159.69275566600462
10.92622493111,178.07890440591,-227.147932764607,72.521738328327,122.371061137535,131.715415026431,-157.037383861302,-141.11179628783864,128.4095194486581,-293.70180342637326,128.4095194486581,-259.749334707973,95.0089986908559,-293.70180342637326,95.0089986908559,48.825919531501675
5.518931116195,-242.695511198118,-283.418354669183,60.444579210246,64.939728015702,38.323725685655,47.188771575614,-275.8356858004834,178.14691471822985,115.2024195056853,178.14691471822985,-128.1757939009603,-22.621027296528624,115.2024195056853,-22.621027296528624,137.03257126722343
19.550193879707,117.375441644008,-186.228293211134,70.018723538524,76.218939963797,73.104788189233,-102.630079528998,199.61553269183588,-26.7305543123734,-261.8996886597834,-26.7305543123734,-506.20033018740895,-366.65389500368536,-261.8996886597834,-366.65389500368536,119.93226801703098
-171.875950663929,236.471085220457,-152.777750728506,73.119329771426,-32.624750720464,57.523823048793,-69.787809760622,-304.6737243622625,346.53671087129726,-22.711732820622473,346.53671087129726,874.1587398021989,-257.6455271182969,-22.711732820622473,-257.6455271182969,80.31343870315074
-133.92473231136,-163.365402874734,-253.064079471854,70.502124268865,-87.660155160947,100.118907437467,-29.409747402276,133.82166044462417,-259.9381581990599,-159.8421225290715,-259.9381581990599,51.77637531663584,219.06793954508285,-159.8421225290715,219.06793954508285,85.74784188076286
-83.05948485213,-242.336573951868,-278.218298599208,61.297738804469,-152.845727510874,78.348088524368,40.094379533275,161.4346311011778,96.21832436580611,3.310151880571585,96.21832436580611,-67.15764506414986,-126.28369214432175,3.310151880571585,-126.28369214432175,27.146934488362266
-109.844939246156,-49.360710235109,-284.077826525973,62.482711535151,37.036106623502,91.105373061884,-76.836274593174,-440.11357361729716,154.8692300360488,-368.8483815149059,154.8692300360488,551.0740584963942,380.52273186785646,-368.8483815149059,380.52273186785646,102.46666528215286
-35.971643861758,-105.376484259924,-250.498909139884,71.562639602667,145.199046037017,137.380860695711,21.101419020966,-79.91624700268653,105.55626182570924,-30.535621562971876,105.55626182570924,303.81474534594855,31.28770128695001,-30.535621562971876,31.28770128695001,0.02531792742425413
-265.421434373851,42.778621894124,-164.411310154583,66.767097660904,-56.728356844019,142.120822823084,212.412094557647,-111.57437439638696,-4.405735247159612,-0.07946091131763922,-4.405735247159612,-460.1584214748413,120.37555018040113,-0.07946091131763922,120.37555018040113,-315.8695532111847
252.234603057727,61.045687849293,-162.670778038255,67.804299037943,39.58831075476,141.065046735511,-24.682845044241,546.1938472940404,99.5732277360666,-9.121773356477831,99.5732277360666,-351.6021577784448,17.8880952797132,-9.121773356477831,17.8880952797132,-209.6791285736239
-113.201973720355,-72.470485388191,-166.889359807432,72.616670779182,91.853882738688,47.687075433654,-146.445955090734,253.9751957530212,74.62918417008657,162.61603938719045,74.62918417008657,69.86340604115051,-94.34165580610286,162.61603938719045,-94.34165580610286,-44.258604072105875
